step,epoch,train_loss_step,test_acc_step,test_acc_epoch,train_loss_epoch
80,,,0.9375,,
81,,,1.0,,
82,,,1.0,,
83,,,1.0,,
84,,,1.0,,
85,,,1.0,,
86,,,1.0,,
87,,,1.0,,
88,,,1.0,,
89,,,0.9375,,
90,,,1.0,,
91,,,1.0,,
92,,,1.0,,
93,,,1.0,,
94,,,1.0,,
95,,,1.0,,
96,,,1.0,,
97,,,1.0,,
98,,,1.0,,
99,,,1.0,,
100,,,1.0,,
101,,,1.0,,
102,,,1.0,,
103,,,1.0,,
104,,,1.0,,
105,,,1.0,,
106,,,1.0,,
107,,,1.0,,
108,,,1.0,,
109,,,1.0,,
110,,,0.9375,,
111,,,1.0,,
112,,,1.0,,
113,,,1.0,,
114,,,1.0,,
115,,,1.0,,
116,,,1.0,,
117,,,1.0,,
118,,,1.0,,
119,,,1.0,,
120,,,1.0,,
121,,,1.0,,
122,,,1.0,,
123,,,1.0,,
124,,,1.0,,
125,,,1.0,,
126,,,1.0,,
127,,,1.0,,
128,,,1.0,,
129,,,1.0,,
130,,,0.9375,,
131,,,1.0,,
132,,,1.0,,
133,,,1.0,,
6331,1,,,0.9962157011032104,
6331,1,,,,0.8370460271835327
6349,2,0.7781697511672974,,,
6399,2,0.7935751676559448,,,
6449,2,0.8554543256759644,,,
6499,2,1.063260793685913,,,
6549,2,0.4602048099040985,,,
6599,2,0.5222768783569336,,,
6649,2,0.7905995845794678,,,
6699,2,0.8445729613304138,,,
6749,2,0.7857390642166138,,,
6799,2,1.0503818988800049,,,
6849,2,1.2057465314865112,,,
6899,2,0.34592366218566895,,,
6949,2,0.44738221168518066,,,
6999,2,1.0305057764053345,,,
7049,2,0.46313971281051636,,,
7099,2,1.8556276559829712,,,
7149,2,0.9608513712882996,,,
7199,2,0.44359782338142395,,,
7249,2,0.400498628616333,,,
7299,2,0.5063609480857849,,,
7349,2,0.29249969124794006,,,
7399,2,0.265938937664032,,,
7449,2,0.8497544527053833,,,
7499,2,0.34812867641448975,,,
7549,2,0.7945973873138428,,,
7599,2,0.45638221502304077,,,
7649,2,1.1960994005203247,,,
7699,2,1.500805377960205,,,
7749,2,0.41968339681625366,,,
7799,2,1.105344295501709,,,
7849,2,0.781945526599884,,,
7899,2,0.3530920743942261,,,
7949,2,0.4547756314277649,,,
7999,2,1.1826008558273315,,,
8049,2,1.0205353498458862,,,
8099,2,0.779649019241333,,,
8149,2,1.1339199542999268,,,
8199,2,0.7828860282897949,,,
8249,2,0.7846132516860962,,,
8299,2,1.1736072301864624,,,
8349,2,0.4834899604320526,,,
8399,2,0.38107234239578247,,,
8449,2,1.5409228801727295,,,
8499,2,1.1125479936599731,,,
8549,2,2.104412794113159,,,
8599,2,1.1099122762680054,,,
8649,2,1.1440168619155884,,,
8699,2,0.7769802808761597,,,
8749,2,1.0343728065490723,,,
8799,2,0.7815863490104675,,,
8849,2,0.7953368425369263,,,
8899,2,0.4516257345676422,,,
8949,2,1.0707612037658691,,,
8999,2,1.666152834892273,,,
9049,2,1.1499764919281006,,,
9099,2,0.37860551476478577,,,
9149,2,0.8279746174812317,,,
9199,2,0.5094664096832275,,,
9249,2,0.7762556076049805,,,
9299,2,0.33519262075424194,,,
9349,2,0.3381901681423187,,,
9399,2,0.7698704600334167,,,
9449,2,1.7502858638763428,,,
134,,,1.0,,
135,,,1.0,,
136,,,1.0,,
137,,,1.0,,
138,,,1.0,,
139,,,1.0,,
140,,,1.0,,
141,,,1.0,,
142,,,1.0,,
143,,,1.0,,
144,,,1.0,,
145,,,1.0,,
146,,,1.0,,
147,,,1.0,,
148,,,1.0,,
149,,,1.0,,
150,,,1.0,,
151,,,1.0,,
152,,,1.0,,
153,,,1.0,,
154,,,1.0,,
155,,,1.0,,
156,,,1.0,,
157,,,1.0,,
158,,,1.0,,
159,,,1.0,,
160,,,1.0,,
161,,,1.0,,
162,,,1.0,,
163,,,1.0,,
164,,,1.0,,
165,,,1.0,,
166,,,1.0,,
167,,,1.0,,
168,,,1.0,,
169,,,1.0,,
170,,,1.0,,
171,,,1.0,,
172,,,1.0,,
173,,,1.0,,
174,,,1.0,,
175,,,1.0,,
176,,,1.0,,
177,,,0.9375,,
178,,,1.0,,
179,,,1.0,,
180,,,1.0,,
181,,,1.0,,
182,,,1.0,,
183,,,1.0,,
184,,,1.0,,
185,,,1.0,,
186,,,1.0,,
187,,,1.0,,
188,,,1.0,,
189,,,1.0,,
190,,,1.0,,
191,,,1.0,,
192,,,1.0,,
193,,,1.0,,
194,,,1.0,,
195,,,1.0,,
196,,,1.0,,
197,,,0.9375,,
198,,,1.0,,
199,,,1.0,,
200,,,1.0,,
9497,2,,,0.9981078505516052,
9497,2,,,,0.8332809209823608
9499,3,0.38600051403045654,,,
9549,3,0.3993184268474579,,,
9599,3,0.8100243210792542,,,
9649,3,1.9798407554626465,,,
9699,3,0.5716831684112549,,,
9749,3,0.7766320705413818,,,
9799,3,0.8105107545852661,,,
9849,3,0.3299683928489685,,,
9899,3,0.3582225441932678,,,
9949,3,0.8779901266098022,,,
9999,3,1.1230158805847168,,,
10049,3,1.4500513076782227,,,
10099,3,0.4427347779273987,,,
10149,3,0.9287336468696594,,,
10199,3,0.37548670172691345,,,
10249,3,1.059756875038147,,,
10299,3,0.7824106812477112,,,
10349,3,0.7871658802032471,,,
10399,3,1.0629398822784424,,,
10449,3,1.0090643167495728,,,
10499,3,1.1732102632522583,,,
10549,3,0.4125910997390747,,,
10599,3,1.7118436098098755,,,
10649,3,1.8866649866104126,,,
10699,3,1.0062782764434814,,,
10749,3,0.8426425457000732,,,
10799,3,0.790628969669342,,,
10849,3,1.3294177055358887,,,
10899,3,0.9597933888435364,,,
10949,3,0.8332157135009766,,,
10999,3,0.7829284071922302,,,
11049,3,1.2121338844299316,,,
11099,3,0.5384628772735596,,,
11149,3,0.3321059048175812,,,
11199,3,0.32205626368522644,,,
11249,3,0.9155617952346802,,,
11299,3,1.2611004114151,,,
11349,3,1.0103633403778076,,,
11399,3,1.959149718284607,,,
11449,3,0.3947641849517822,,,
11499,3,0.8614183664321899,,,
11549,3,1.195536732673645,,,
11599,3,0.5402427911758423,,,
11649,3,0.7969513535499573,,,
11699,3,1.2041606903076172,,,
11749,3,0.43321096897125244,,,
11799,3,0.9170954823493958,,,
11849,3,1.1924786567687988,,,
11899,3,0.9354389309883118,,,
11949,3,0.44605162739753723,,,
11999,3,1.6946191787719727,,,
12049,3,0.35310566425323486,,,
12099,3,0.4326401352882385,,,
12149,3,1.705777883529663,,,
12199,3,1.0278949737548828,,,
12249,3,1.1921952962875366,,,
12299,3,0.7816729545593262,,,
12349,3,0.7798625230789185,,,
12399,3,0.429698646068573,,,
12449,3,1.7337090969085693,,,
12499,3,0.7816452980041504,,,
12549,3,1.1103957891464233,,,
12599,3,0.3702532947063446,,,
12649,3,0.4162095785140991,,,
201,,,1.0,,
202,,,1.0,,
203,,,1.0,,
204,,,1.0,,
205,,,1.0,,
206,,,1.0,,
207,,,1.0,,
208,,,1.0,,
209,,,1.0,,
210,,,1.0,,
211,,,1.0,,
212,,,1.0,,
213,,,1.0,,
214,,,1.0,,
215,,,1.0,,
216,,,1.0,,
217,,,1.0,,
218,,,1.0,,
219,,,1.0,,
220,,,1.0,,
221,,,1.0,,
222,,,1.0,,
223,,,1.0,,
224,,,1.0,,
225,,,1.0,,
226,,,1.0,,
227,,,1.0,,
228,,,1.0,,
229,,,1.0,,
230,,,1.0,,
231,,,1.0,,
232,,,1.0,,
233,,,1.0,,
234,,,1.0,,
235,,,1.0,,
236,,,1.0,,
237,,,1.0,,
238,,,1.0,,
239,,,1.0,,
240,,,1.0,,
241,,,1.0,,
242,,,1.0,,
243,,,1.0,,
244,,,1.0,,
245,,,1.0,,
246,,,1.0,,
247,,,1.0,,
248,,,1.0,,
249,,,1.0,,
250,,,1.0,,
251,,,1.0,,
252,,,1.0,,
253,,,1.0,,
254,,,1.0,,
255,,,1.0,,
256,,,1.0,,
257,,,1.0,,
258,,,1.0,,
259,,,1.0,,
260,,,1.0,,
261,,,1.0,,
262,,,1.0,,
263,,,1.0,,
264,,,0.9375,,
265,,,1.0,,
266,,,1.0,,
267,,,1.0,,
12663,3,,,0.999053955078125,
12663,3,,,,0.8335450887680054
12699,4,0.8102275133132935,,,
12749,4,0.5083385705947876,,,
12799,4,0.4682486951351166,,,
12849,4,0.30953097343444824,,,
12899,4,0.7900917530059814,,,
12949,4,1.066095232963562,,,
12999,4,0.8356953263282776,,,
13049,4,1.709291934967041,,,
13099,4,0.6376813054084778,,,
13149,4,0.4636839032173157,,,
13199,4,1.9081737995147705,,,
13249,4,1.0983257293701172,,,
13299,4,0.36696678400039673,,,
13349,4,0.3675597310066223,,,
13399,4,0.8279043436050415,,,
13449,4,0.8369200229644775,,,
13499,4,0.8680675625801086,,,
13549,4,0.7847829461097717,,,
13599,4,1.7232698202133179,,,
13649,4,1.762831449508667,,,
13699,4,0.42954614758491516,,,
13749,4,0.49486973881721497,,,
13799,4,0.3724733293056488,,,
13849,4,1.6975339651107788,,,
13899,4,0.37067165970802307,,,
13949,4,0.5142332315444946,,,
13999,4,0.8481577038764954,,,
14049,4,0.3627486824989319,,,
14099,4,0.7968338131904602,,,
14149,4,1.0811710357666016,,,
14199,4,1.1008110046386719,,,
14249,4,0.8181182742118835,,,
14299,4,1.0191142559051514,,,
14349,4,0.3235855996608734,,,
14399,4,1.10841965675354,,,
14449,4,1.4422589540481567,,,
14499,4,0.36150941252708435,,,
14549,4,0.7776750326156616,,,
14599,4,0.7812732458114624,,,
14649,4,0.7734456658363342,,,
14699,4,0.40477490425109863,,,
14749,4,0.48509901762008667,,,
14799,4,0.33605024218559265,,,
14849,4,2.3669607639312744,,,
14899,4,0.7834692001342773,,,
14949,4,1.7742230892181396,,,
14999,4,0.41135239601135254,,,
15049,4,0.7791428565979004,,,
15099,4,0.7798129916191101,,,
15149,4,1.03571617603302,,,
15199,4,0.7821989059448242,,,
15249,4,2.003514051437378,,,
15299,4,0.4596036374568939,,,
15349,4,2.2734336853027344,,,
15399,4,0.4144496023654938,,,
15449,4,0.5259734392166138,,,
15499,4,1.0180667638778687,,,
15549,4,0.6516695618629456,,,
15599,4,1.12276291847229,,,
15649,4,0.47074711322784424,,,
15699,4,1.0641319751739502,,,
15749,4,0.8811715841293335,,,
15799,4,1.0263471603393555,,,
268,,,1.0,,
269,,,1.0,,
270,,,1.0,,
271,,,1.0,,
272,,,1.0,,
273,,,1.0,,
274,,,1.0,,
275,,,1.0,,
276,,,1.0,,
277,,,1.0,,
278,,,1.0,,
279,,,1.0,,
280,,,1.0,,
281,,,1.0,,
282,,,0.9375,,
283,,,1.0,,
284,,,1.0,,
285,,,1.0,,
286,,,1.0,,
287,,,1.0,,
288,,,1.0,,
289,,,1.0,,
290,,,1.0,,
291,,,1.0,,
292,,,1.0,,
293,,,1.0,,
294,,,1.0,,
295,,,1.0,,
296,,,1.0,,
297,,,1.0,,
298,,,1.0,,
299,,,1.0,,
300,,,1.0,,
301,,,1.0,,
302,,,0.9375,,
303,,,1.0,,
304,,,0.9375,,
305,,,1.0,,
306,,,1.0,,
307,,,1.0,,
308,,,1.0,,
309,,,1.0,,
310,,,1.0,,
311,,,1.0,,
312,,,1.0,,
313,,,1.0,,
314,,,1.0,,
315,,,1.0,,
316,,,1.0,,
317,,,1.0,,
318,,,1.0,,
319,,,1.0,,
320,,,1.0,,
321,,,1.0,,
322,,,1.0,,
323,,,1.0,,
324,,,1.0,,
325,,,1.0,,
326,,,1.0,,
327,,,1.0,,
328,,,1.0,,
329,,,1.0,,
330,,,1.0,,
331,,,0.9375,,
332,,,1.0,,
333,,,1.0,,
334,,,1.0,,
15829,4,,,0.9962157011032104,
15829,4,,,,0.8365136981010437
